,SoldPr,Type,Zip,Area,Rooms,FullBaths,HalfBaths,BsmtBth,Beds,BsmtBeds,GarageSpaces,houseEra
7839,210125.0,SFH,60053,1074,4,1,0,No,2.0,0,1.0,19A
8099,576562.5,SFH,60062,3727,10,3,1,Yes,3.0,0,2.0,19A
4007,682906.25,SFH,60002,3453,8,3,1,Yes,3.0,0,2.0,20A
8451,304681.25,SFH,60062,2102,8,2,0,No,3.0,0,2.0,19A
9193,688159.375,SFH,60202,2488,9,2,1,No,4.0,0,2.0,20A
821,174929.0625,SFH,60002,1660,7,1,0,No,2.0,0,2.5,19B
666,1281250.0,SFH,60025,5300,11,4,1,Yes,4.0,1,2.0,new
2344,383478.125,SFH,60026,1424,7,2,1,No,3.0,0,2.0,19A
7806,149014.74023437494,Condo,60076,1000,5,1,1,No,2.0,0,0.0,19A
2260,397372.6406249998,SFH,60076,1400,7,2,0,Yes,3.0,0,2.0,19A
59,459963.625,SFH,60203,2515,9,3,0,Yes,4.0,0,2.0,19A
1540,169124.99999999997,Condo,60077,1650,5,2,0,No,2.0,0,1.0,19A
281,721599.9999999999,SFH,60025,2675,9,2,1,Yes,3.0,0,2.0,19A
9226,593603.125,SFH,60062,2586,8,2,1,No,4.0,0,2.0,19A
831,257403.125,SFH,60077,1140,7,2,0,No,3.0,0,0.0,19A
7093,604109.375,SFH,60091,2141,9,2,1,No,4.0,0,2.0,19A
2933,179374.99999999997,Townhouse,60026,1158,5,1,1,No,3.0,0,0.0,19A
536,384375.0,SFH,60076,1554,7,2,0,Yes,3.0,0,2.0,19A
1300,347701.0605468749,SFH,60076,1707,8,1,1,No,3.0,0,2.0,19A
4967,286820.625,Townhouse,60025,1530,7,2,1,No,3.0,0,1.0,19A
3920,500097.5,Townhouse,60025,2650,8,2,1,No,3.0,0,2.0,19A
9087,506650.1167968748,SFH,60062,1718,8,2,1,No,4.0,0,2.0,19A
1844,378225.0,SFH,60025,1232,7,2,1,Yes,3.0,0,2.0,19A
823,527875.0,SFH,60062,2586,8,2,1,No,4.0,0,2.0,19A
4671,389500.0,SFH,60025,1425,8,1,1,No,3.0,0,2.0,19B
2940,399750.0,SFH,60203,1277,7,2,0,Yes,3.0,0,2.0,19A
2388,253876.96484374988,Condo,60076,1900,6,2,0,No,2.0,0,1.0,19A
8423,593603.125,SFH,60053,3866,10,4,1,Yes,4.0,0,2.0,20A
2313,248998.125,SFH,60002,4000,10,3,0,No,5.0,0,3.0,19A
2505,807667.9687499998,SFH,60062,3727,8,2,1,No,3.0,0,2.0,19A
9120,732874.9999999999,SFH,60091,2214,9,2,1,Yes,3.0,1,2.0,19A
3346,1486249.9999999998,SFH,60201,6325,15,7,1,Yes,6.0,0,2.0,19B
9113,148072.46093749994,Condo,60076,1400,6,2,0,No,2.0,0,0.0,19A
651,292125.0,Duplex,60076,1523,8,1,1,Yes,3.0,0,0.0,19B
4242,189112.5,SFH,60002,2359,6,2,0,No,3.0,0,2.0,19A
3008,355373.9062499999,SFH,60076,1477,9,3,0,Yes,3.0,1,3.0,19B
3230,609875.0,SFH,60201,3039,10,2,0,No,4.0,0,2.0,19B
2250,223257.8125,Condo,60076,1400,5,1,0,No,2.0,0,1.0,19A
5741,451000.0,Townhouse,60026,1835,7,3,1,No,3.0,0,2.0,20A
2166,225397.5,SFH,60002,2348,9,2,1,No,4.0,0,3.0,19A
1584,759601.875,SFH,60053,3625,12,5,0,Yes,5.0,1,2.0,recent
3125,1127500.0,SFH,60201,4800,13,4,1,Yes,5.0,0,2.0,20A
537,814874.9999999999,SFH,60076,3885,13,5,0,Yes,5.0,1,2.0,20A
370,404490.625,SFH,60076,2630,8,2,0,No,4.0,0,1.0,19A
5370,468425.0,SFH,60076,2217,8,2,1,No,4.0,0,0.0,19A
6938,351959.375,SFH,60076,1880,7,2,1,Yes,3.0,0,2.0,19A
3879,174249.99999999997,Condo,60025,1100,5,2,0,No,2.0,0,0.0,19A
5444,237319.7714843749,Condo,60077,1248,5,2,0,No,2.0,0,1.0,20A
6056,266500.0,SFH,60002,1724,6,2,0,No,3.0,0,2.5,20A
5460,333125.0,SFH,60062,1743,8,3,0,No,4.0,0,2.0,19A
3611,435625.0,SFH,60202,2067,9,2,1,Yes,4.0,0,1.0,19B
3310,246371.5625,SFH,60002,2417,9,3,1,Yes,4.0,0,2.0,20A
6629,402825.0,Townhouse,60201,1761,6,2,0,No,2.0,0,2.0,19A
3435,559983.1249999998,SFH,60062,2738,10,2,1,No,4.0,0,2.0,19A
3029,522750.0,SFH,60062,2644,10,2,1,No,4.0,0,2.0,19A
8233,145380.23437499994,Condo,60077,1000,4,1,0,No,1.0,0,1.0,19A
7983,158875.0,Condo,60025,900,5,1,1,No,2.0,0,0.0,19A
6117,359313.75,SFH,60202,982,9,1,0,No,2.0,0,2.0,19B
4521,349332.8125,SFH,60002,4000,10,3,0,Yes,3.0,1,3.5,20A
751,184910.0,SFH,60202,5184,6,1,0,No,4.0,0,1.0,19B
2999,307500.0,Townhouse,60077,2161,6,3,0,No,3.0,0,2.0,20A
1998,339974.3703124999,SFH,60077,2289,8,1,1,No,3.0,0,0.0,19B
4906,315187.5,SFH,60076,2009,9,1,1,Yes,3.0,0,1.5,19B
6417,366142.8124999999,SFH,60077,1960,7,2,0,Yes,3.0,2,2.0,19A
2471,294175.0,SFH,60002,1750,8,3,0,No,4.0,0,1.0,19A
773,517625.0,Townhouse,60062,2721,8,2,1,No,3.0,0,2.1,20A
6663,340299.99999999994,SFH,60076,1025,7,2,0,Yes,3.0,1,2.0,19A
969,743124.9999999999,SFH,60202,2420,8,2,1,Yes,2.0,1,2.0,19B
4329,2073014.4531249995,SFH,60062,9748,16,8,2,Yes,6.0,0,4.0,20A
4306,405387.5,SFH,60076,2400,8,2,0,No,3.0,0,1.0,19B
9220,903537.5,SFH,60025,3773,12,4,1,Yes,3.0,1,2.0,20A
5405,996123.8281249997,SFH,60062,5195,12,4,1,Yes,5.0,0,2.0,19A
3506,355373.9062499999,SFH,60076,2164,7,3,0,No,4.0,0,1.0,19A
2237,460841.8818359373,SFH,60062,1711,7,2,0,No,3.0,0,2.0,19A
5474,504146.25,SFH,60203,2174,10,3,0,Yes,3.0,1,0.0,19A
1372,280516.875,SFH,60062,1508,7,1,1,No,3.0,0,1.0,19A
5532,344389.62187499984,SFH,60062,2342,7,3,1,No,4.0,0,1.0,19A
4723,308883.75,SFH,60002,2778,9,2,1,No,4.0,0,3.0,20A
6168,173353.125,Condo,60076,979,4,1,0,No,1.0,0,1.0,20A
7290,269222.65624999994,Condo,60076,1456,5,2,0,No,2.0,0,1.0,20A
7985,149188.75,Condo,60062,1200,4,1,0,No,1.0,0,1.0,19A
3733,298029.4804687499,SFH,60077,1000,8,2,0,Yes,3.0,1,2.0,19A
289,499046.875,SFH,60076,2187,8,2,0,No,4.0,0,1.0,19A
6130,499046.875,SFH,60202,2971,9,3,0,Yes,3.0,0,1.0,19B
1168,471139.6484374998,SFH,60062,1689,7,2,0,No,4.0,0,2.0,19A
3050,478034.375,SFH,60026,2908,9,2,1,No,4.0,0,2.0,19A
4343,336200.0,SFH,60025,1760,8,3,0,Yes,4.0,0,2.0,19A
956,406591.875,SFH,60026,2657,9,2,1,No,4.0,0,2.0,19A
5942,139089.09187499998,Condo,60053,1050,4,1,0,No,1.0,0,1.0,19A
1066,168100.0,Townhouse,60002,1676,7,2,1,No,3.0,0,2.0,20A
8973,604750.0,Townhouse,60026,2400,7,3,1,Yes,3.0,0,2.0,recent
3236,284783.7257812499,SFH,60076,1040,7,1,2,Yes,2.0,2,0.0,19A
364,743124.9999999999,SFH,60053,3850,9,3,1,No,5.0,0,2.0,recent
2688,174402.43671874993,Condo,60077,1496,6,2,0,No,3.0,0,0.0,19A
8616,276314.375,Townhouse,60201,2076,8,2,0,Yes,4.0,0,2.0,19A
2013,1499807.1112499998,SFH,60062,3419,10,2,1,No,3.0,0,2.0,recent
3353,317750.0,Condo,60062,1787,8,3,1,Yes,2.0,0,2.0,19A
6106,893413.575,SFH,60025,3236,9,4,0,No,4.0,0,2.0,new
1811,364566.875,SFH,60077,1600,6,2,0,Yes,2.0,1,2.0,19A
7123,147087.5,Townhouse,60002,1536,8,1,1,No,3.0,0,2.0,19A
7265,294175.0,SFH,60002,2947,9,2,1,No,4.0,0,2.0,20A
7159,369001.025,SFH,60076,1407,7,2,0,No,3.0,0,0.0,19A
89,230625.0,SFH,60203,1200,7,2,0,Yes,3.0,0,2.0,19A
4569,145272.54531249995,Condo,60077,850,5,1,0,No,2.0,0,0.0,19A
7241,456125.0,SFH,60025,2200,9,2,1,No,4.0,0,2.0,19A
2298,522291.9531249998,SFH,60062,2344,8,2,1,No,4.0,0,2.0,19A
3095,273162.5,Condo,60025,1700,7,2,1,No,3.0,0,1.0,19A
7975,539522.2031249999,SFH,60062,2132,9,2,1,No,4.0,0,2.0,19A
1673,585020.8320312498,SFH,60062,2370,8,2,1,Yes,2.0,0,2.0,19A
6493,141834.375,SFH,60002,1888,4,1,1,Yes,2.0,0,0.0,19A
4674,383478.125,SFH,60203,1376,8,2,0,No,4.0,0,2.0,19A
2134,513525.0,SFH,60091,1440,7,1,1,No,3.0,0,1.0,19B
3770,360758.3593749999,SFH,60062,1138,7,2,0,Yes,3.0,0,2.5,19A
8164,570752.0312499998,SFH,60062,2168,10,3,0,Yes,4.0,0,2.0,19A
3089,178606.25,SFH,60002,1650,8,2,0,Yes,4.0,0,2.0,19A
4150,204871.875,SFH,60076,1283,6,0,0,No,3.0,0,1.0,19B
5571,212687.5,SFH,60002,1464,8,3,0,Yes,3.0,0,2.0,20A
8683,1025000.0,SFH,60062,6106,13,5,1,No,6.0,0,3.0,20A
5933,277259.9375,SFH,60002,2226,12,2,1,No,4.0,0,2.0,20A
4225,482236.875,Townhouse,60202,1700,7,2,1,No,3.0,0,2.0,19A
8382,225884.375,SFH,60002,4055,10,3,0,Yes,3.0,0,2.0,19B
6349,1048622.2460937495,SFH,60062,4666,11,5,1,Yes,5.0,0,3.0,19A
3384,471139.6484374998,SFH,60076,1401,8,3,0,Yes,3.0,1,0.0,19A
466,814234.3749999999,SFH,60091,6540,13,4,1,No,5.0,0,2.0,19A
3653,984000.0,Condo,60201,1911,6,2,0,No,3.0,0,1.0,20A
7456,470601.2031249998,SFH,60077,3326,8,2,1,No,4.0,0,2.0,19A
1767,126075.0,Condo,60201,764,4,1,0,No,1.0,0,0.0,19B
7321,328000.0,Townhouse,60053,1700,6,2,1,No,2.0,0,2.0,20A
9240,452294.0624999999,SFH,60062,3700,10,2,1,No,5.0,0,2.0,19A
6582,320440.625,Condo,60076,1935,6,2,0,No,3.0,0,2.0,19A
5241,501148.125,SFH,60091,2361,8,2,1,No,3.0,0,2.5,19A
1027,1996187.5,SFH,60026,5607,12,3,1,No,4.0,0,3.0,20A
5190,443732.7820312498,SFH,60076,1060,9,2,0,Yes,3.0,2,2.0,19A
5131,1050625.0,SFH,60091,4000,12,5,1,Yes,4.0,2,2.0,19B
1262,297250.0,SFH,60201,1452,8,2,0,Yes,4.0,0,2.0,19B
7299,299428.125,SFH,60002,2229,10,3,1,Yes,4.0,0,3.0,20A
3160,164000.0,SFH,60002,937,6,2,0,Yes,3.0,0,2.0,19A
7799,299428.125,SFH,60062,1077,5,1,0,No,3.0,0,1.0,19A
628,309934.375,SFH,60077,1100,9,2,0,Yes,3.0,1,2.0,19A
7368,355636.5625,SFH,60076,1464,7,1,1,No,3.0,0,0.0,19B
9164,246791.8125,SFH,60002,2271,8,2,1,No,4.0,0,2.0,19A
3204,321990.2968749999,SFH,60062,1872,8,2,0,No,4.0,0,1.0,19A
1118,1549671.8749999998,SFH,60091,5975,13,5,1,Yes,5.0,1,3.0,recent
3513,525312.5,Townhouse,60026,1830,8,3,1,Yes,2.0,0,2.0,20A
1759,343374.99999999994,SFH,60062,2000,7,2,0,No,3.0,0,2.0,19A
9000,113467.5,Condo,60201,1400,5,2,0,No,2.0,0,0.0,19A
3235,558906.2343749998,SFH,60077,2600,11,3,0,No,5.0,0,2.0,19A
3433,288921.875,Condo,60062,2493,7,2,1,No,3.0,0,2.0,19A
2009,325693.75,Townhouse,60091,1216,5,1,1,No,2.0,0,1.0,19A
518,297250.0,SFH,60202,1025,7,1,0,No,3.0,0,0.0,19A
1710,276750.0,SFH,60002,3544,9,2,1,No,4.0,0,3.0,20A
5791,491897.5,SFH,60025,1900,7,2,0,Yes,3.0,0,2.0,19A
8202,814234.3749999999,SFH,60202,3100,9,3,1,Yes,4.0,0,2.0,recent
7572,695402.1210937498,SFH,60062,2583,8,3,0,No,4.0,0,2.0,19B
6088,507375.0,SFH,60053,2830,9,3,1,Yes,4.0,0,1.0,19B
2920,194750.0,Condo,60077,1710,6,2,0,No,3.0,0,1.0,19A
2212,248357.90039062488,Condo,60077,1124,5,2,0,No,2.0,0,1.0,20A
5498,368769.375,SFH,60025,1616,6,2,0,No,3.0,0,2.0,19A
7911,672400.0,SFH,60026,3280,12,3,1,Yes,4.0,1,2.0,19A
8706,397136.25,SFH,60077,1950,8,3,0,Yes,3.0,1,2.0,19A
7373,735437.5,SFH,60026,3317,11,2,1,No,4.0,1,2.0,19A
63,358749.99999999994,SFH,60002,2496,7,2,0,No,3.0,0,2.0,19A
5343,711862.4999999999,SFH,60203,2700,9,2,1,No,4.0,0,1.0,19B
5611,404490.625,Condo,60201,1600,5,1,1,No,2.0,0,1.0,19B
4321,283668.75,SFH,60203,1400,7,2,1,Yes,3.0,0,0.0,19A
3816,817359.9843749998,SFH,60062,2700,10,2,1,No,4.0,0,2.0,19A
4078,314586.6738281249,SFH,60077,1183,7,1,0,No,3.0,0,1.0,19A
3858,1447761.25,SFH,60062,4030,11,4,1,Yes,4.0,1,3.0,recent
2526,468447.4218749998,SFH,60062,1664,7,2,0,No,3.0,0,1.0,19A
1505,1107461.25,SFH,60091,5042,17,5,1,Yes,5.0,1,2.0,19B
4226,262656.25,Condo,60201,850,4,1,0,No,1.0,0,0.0,19B
8483,496612.5,Townhouse,60062,2739,12,4,1,Yes,3.0,1,2.0,19A
3106,404875.0,SFH,60053,2224,7,2,0,Yes,3.0,0,1.0,19A
750,500754.1406249998,SFH,60077,1665,8,2,0,No,3.0,0,2.0,19A
9267,322875.0,Condo,60202,1000,5,2,0,No,2.0,0,1.0,19B
6541,368897.5,Townhouse,60076,1855,8,2,0,No,3.0,0,1.0,19A
2969,648312.5,SFH,60025,2020,8,2,1,No,4.0,0,2.0,19A
145,696999.9999999999,SFH,60025,2719,8,2,1,No,3.0,0,2.0,20A
3669,504300.0,SFH,60077,3324,10,2,2,Yes,4.0,0,2.0,19A
494,371395.9375,SFH,60201,1712,7,1,1,No,3.0,0,2.0,19A
8845,203101.5718749999,Townhouse,60077,1070,6,1,1,No,2.0,0,0.0,19A
5679,556831.25,SFH,60062,2500,10,3,1,Yes,5.0,0,2.0,19A
5999,414100.0,Townhouse,60201,2010,6,2,1,No,2.0,0,1.0,20A
1428,512705.0,SFH,60062,2309,8,2,0,No,4.0,0,2.0,19B
6658,2255000.0,SFH,60091,6670,15,5,1,Yes,5.0,0,3.0,19B
1703,374125.0,SFH,60002,2725,8,3,1,No,4.0,0,3.0,20A
3789,126075.0,Condo,60201,950,5,1,0,No,2.0,0,0.0,19A
8412,887778.1249999999,SFH,60026,3737,12,3,1,No,4.0,0,3.0,19A
888,254251.25,SFH,60002,2350,10,2,1,No,4.0,0,2.0,20A
7419,561840.7613281248,SFH,60062,3341,12,2,1,No,4.0,0,1.0,19A
7305,124288.9375,Condo,60053,800,4,1,0,No,1.0,0,0.0,19A
5469,430500.0,Condo,60091,2212,8,3,1,No,3.0,0,1.0,19A
3194,309934.375,SFH,60053,1014,8,2,0,Yes,2.0,1,1.5,19A
5470,375296.3828124998,SFH,60076,1589,9,2,0,No,4.0,0,0.0,19A
7970,128701.5625,SFH,60002,874,7,1,0,No,2.0,0,1.0,19A
634,336200.0,Condo,60202,1600,6,2,0,No,3.0,0,1.0,19B
5440,1497140.625,SFH,60091,5800,15,6,0,Yes,5.0,1,2.0,20A
1060,775361.2499999998,SFH,60062,4000,11,4,0,No,5.0,0,3.0,20A
7989,309934.375,SFH,60025,1380,7,2,0,No,3.0,0,2.0,19A
4656,187062.5,SFH,60002,1372,6,1,0,No,3.0,0,1.0,19A
5682,177555.625,SFH,60002,1933,7,1,0,No,4.0,0,3.0,19B
6790,1107000.0,SFH,60091,4336,10,4,1,Yes,4.0,1,2.0,19A
2285,1922643.75,SFH,60091,7430,12,6,1,Yes,4.0,1,2.0,recent
3837,130277.5,Condo,60202,1000,5,1,0,No,2.0,0,0.0,19A
1071,567337.5,SFH,60077,3431,10,3,1,Yes,4.0,0,2.1,19A
9227,389500.0,SFH,60053,1800,7,2,0,Yes,3.0,0,2.0,19A
6799,461250.0,SFH,60077,2118,9,2,1,Yes,3.0,1,2.0,19B
5180,681624.9999999999,SFH,60062,3754,11,2,1,No,4.0,0,2.0,19A
8314,369000.0,SFH,60053,1350,8,2,0,Yes,3.0,0,2.5,19B
5916,206762.99999999997,Condo,60077,1550,5,2,0,No,2.0,0,2.0,19A
1578,246896.875,Condo,60062,1614,5,2,0,No,2.0,0,1.0,19A
3115,385999.625,SFH,60002,2780,9,4,0,Yes,4.0,0,2.0,19A
1778,956068.75,SFH,60091,2400,9,2,1,No,4.0,0,1.0,19B
2694,236390.625,SFH,60076,1350,6,2,0,No,4.0,0,2.0,19A
2922,1921875.0,SFH,60025,5021,9,4,2,Yes,4.0,1,3.0,new
4326,216428.75,Townhouse,60077,1070,5,1,1,No,2.0,0,0.0,19A
5795,236390.625,SFH,60002,1712,7,2,0,No,3.0,0,2.0,20A
4604,516382.1875,SFH,60201,1560,7,1,1,No,3.0,0,2.0,19B
7490,640749.9218749998,SFH,60062,2913,9,2,1,No,4.0,0,2.0,19A
7214,313650.0,Condo,60201,1080,5,2,0,No,2.0,0,1.0,20A
9057,290302.7902343749,Townhouse,60077,1657,6,2,1,No,2.0,0,2.0,19A
9320,274607.1093749999,SFH,60076,1053,5,1,0,No,2.0,0,1.0,19A
3121,533000.0,SFH,60076,1315,8,3,0,Yes,3.0,0,2.0,19A
3186,252150.0,SFH,60053,1166,8,1,1,No,3.0,1,2.0,19A
1029,1027826.4375,SFH,60091,4300,13,4,1,Yes,4.0,1,2.0,20A
3256,800264.3457031247,SFH,60062,4881,16,5,1,Yes,5.0,0,3.0,20A
4214,246896.875,Townhouse,60076,1175,7,1,1,No,3.0,0,0.0,19A
6439,240875.0,Townhouse,60202,1024,6,2,0,Yes,2.0,0,0.0,19A
5973,123973.75,SFH,60002,1800,6,1,0,No,3.0,0,0.0,19B
1809,1575937.4999999998,SFH,60025,4693,15,5,1,Yes,5.0,1,3.0,19A
8254,418148.75,SFH,60025,1670,8,2,0,No,3.0,0,2.0,19A
9326,640881.25,Condo,60202,2760,9,3,0,No,4.0,0,2.0,20A
5501,344399.99999999994,Condo,60201,1200,6,2,0,No,2.0,0,1.0,20A
7190,703918.75,SFH,60062,3066,11,2,1,No,5.0,0,2.1,19A
7235,140783.75,Duplex,60002,1320,7,2,1,No,3.0,0,2.0,20A
9155,146472.5,SFH,60002,1248,5,2,0,No,2.0,0,2.0,19B
641,922500.0,SFH,60201,3332,13,4,1,Yes,5.0,1,2.0,19B
5497,751196.875,SFH,60091,3573,11,2,1,No,4.0,0,2.0,19A
3742,319390.0,Condo,60077,1767,6,2,0,No,3.0,0,1.0,20A
5724,183475.0,Condo,60203,1200,5,2,0,No,2.0,0,2.0,19A
8083,375598.4375,Condo,60062,1846,6,2,0,No,2.0,0,1.0,19A
4258,1230000.0,SFH,60062,4870,13,3,3,Yes,4.0,0,3.0,19A
1744,649286.25,SFH,60076,2930,11,4,0,Yes,4.0,0,2.0,19A
1920,535818.75,SFH,60025,2703,10,3,1,Yes,5.0,0,2.0,20A
6128,495369.6874999998,SFH,60076,6260,10,4,1,Yes,4.0,0,2.0,20A
3033,407437.5,SFH,60077,5535,8,3,1,Yes,4.0,0,2.0,19A
6622,252150.0,Condo,60202,1240,6,1,0,No,2.0,0,0.0,19B
3917,223783.125,SFH,60002,1756,6,2,1,Yes,3.0,0,2.0,20A
2426,267909.375,SFH,60077,1116,8,2,0,Yes,3.0,1,2.0,19A
5099,785914.7781249997,SFH,60062,2505,10,4,1,Yes,4.0,1,2.0,20A
2728,355111.25,Condo,60202,1200,5,2,0,No,2.0,0,1.0,20A
7533,283668.75,SFH,60002,2949,7,4,0,No,4.0,0,3.0,20A
8507,278415.625,SFH,60077,1135,6,1,0,No,3.0,0,2.0,19A
871,1012277.1874999997,SFH,60062,7000,13,5,1,No,5.0,0,3.0,20A
2452,376123.75,Townhouse,60062,1400,6,2,1,No,3.0,0,2.0,19A
6264,215250.0,SFH,60002,1640,6,2,1,No,3.0,0,2.0,20A
5058,383478.125,SFH,60025,1602,9,2,0,No,4.0,0,2.0,19A
4429,249075.0,Condo,60025,1295,5,2,0,No,2.0,0,2.0,20A
4725,176299.99999999997,SFH,60002,2024,8,1,1,No,3.0,0,2.0,19A
1082,314572.5,SFH,60002,2930,10,2,1,No,4.0,0,3.0,20A
9070,395650.0,Townhouse,60091,1914,7,2,1,No,3.0,0,1.0,19A
7223,235750.0,SFH,60002,2300,7,2,1,No,3.0,0,2.0,20A
4780,658424.3892578122,SFH,60062,2602,10,2,1,No,4.0,0,2.0,19A
8895,374757.9374999999,SFH,60062,1797,7,2,1,No,3.0,0,2.0,19A
5635,417833.5624999999,SFH,60076,1513,9,2,1,No,4.0,0,2.0,19A
678,150010.33875,Condo,60025,900,5,1,0,No,2.0,0,0.0,19A
7576,246000.0,SFH,60002,1535,6,2,0,No,3.0,0,1.5,19A
8421,389500.0,SFH,60201,2700,11,4,0,Yes,5.0,1,2.0,19A
137,138375.0,SFH,60002,1102,6,2,0,No,3.0,0,2.0,19A
8347,241643.75,SFH,60201,984,8,2,0,Yes,3.0,1,2.0,19A
6222,231137.5,Condo,60053,1400,5,2,0,No,2.0,0,1.0,19A
8685,823821.3281249998,SFH,60062,3246,10,2,1,No,4.0,0,2.0,19A
5920,384375.0,SFH,60076,1600,7,1,1,No,3.0,0,2.0,19B
7640,358749.99999999994,SFH,60002,1500,5,2,0,Yes,2.0,0,1.0,19A
7549,640881.25,SFH,60638,3779,12,4,0,No,4.0,0,3.0,19A
4180,653437.5,SFH,60026,3600,9,3,1,Yes,3.0,1,2.0,19A
5932,367718.75,SFH,60076,2580,8,2,0,No,3.0,0,2.0,19A
7992,383478.125,SFH,60002,2713,7,2,1,No,3.0,0,2.0,19A
4093,123000.0,Condo,60062,900,4,1,0,No,1.0,0,0.0,19A
837,206025.0,Condo,60201,896,5,1,0,No,1.0,0,1.0,20A
4939,517625.0,SFH,60062,2448,10,2,1,No,4.0,0,2.0,19A
5154,348499.99999999994,SFH,60053,1650,7,2,0,Yes,3.0,0,1.0,19A
8063,404490.625,SFH,60076,2342,9,2,1,Yes,4.0,0,0.0,19A
3677,169124.99999999997,SFH,60002,1152,5,1,0,No,3.0,0,2.5,19A
9053,204496.79136874992,SFH,60077,1153,7,2,0,No,3.0,0,1.0,19A
7203,173353.125,SFH,60002,1268,7,1,1,No,3.0,0,1.5,19A
1274,343528.1093749999,SFH,60076,1400,7,1,1,Yes,3.0,0,1.0,19A
7641,787968.7499999999,SFH,60002,3100,10,3,1,No,4.0,0,5.0,19B
5124,273162.5,SFH,60077,1100,5,2,0,Yes,2.0,0,2.5,19A
671,553500.0,SFH,60091,1916,7,1,1,No,3.0,0,1.0,19B
1544,596755.0,SFH,60062,2500,9,2,1,No,3.0,0,2.0,19A
4002,117875.0,Condo,60025,1200,6,2,0,No,3.0,0,1.0,19A
4259,270600.0,SFH,60053,1051,7,2,0,Yes,3.0,0,2.0,19A
4092,776949.9999999999,SFH,60091,2800,9,2,1,No,4.0,0,1.0,19B
9125,377699.6875,Townhouse,60062,1987,8,2,1,No,3.0,0,2.0,19A
5671,174249.99999999997,SFH,60002,1600,6,2,0,No,3.0,0,2.0,19A
7917,378225.0,SFH,60053,1408,7,2,0,No,3.0,0,2.5,19A
9304,346706.25,Townhouse,60062,2244,7,2,1,No,3.0,0,2.0,19A
639,446587.375,Townhouse,60053,1913,6,2,1,No,3.0,0,2.0,recent
7740,246000.0,Condo,60062,1800,6,2,0,No,2.0,0,1.0,19A
2524,382427.5,SFH,60002,2800,9,3,1,No,5.0,0,3.0,recent
5581,193917.7,Condo,60077,1250,5,2,0,No,2.0,0,1.0,19A
4578,94300.0,SFH,60002,1535,7,1,1,No,3.0,0,0.0,19A
8303,469104.0625,SFH,60202,1188,8,2,0,Yes,2.0,1,1.0,19B
9234,488540.625,SFH,60091,2064,9,3,0,Yes,4.0,0,2.5,19A
5336,559457.8125,SFH,60062,3164,10,3,1,Yes,4.0,1,2.0,19A
9286,1154150.0,SFH,60201,3243,11,3,1,Yes,4.0,1,2.0,Pre1900
5565,391853.5761718748,SFH,60077,1230,8,3,0,Yes,3.0,0,1.0,19A
1548,280516.875,Condo,60201,1600,6,2,1,No,3.0,0,0.0,19A
6727,896874.9999999999,SFH,60053,5697,10,5,0,Yes,4.0,1,2.0,recent
6031,533000.0,SFH,60062,3482,10,4,1,No,4.0,0,3.0,20A
9179,367718.75,Townhouse,60077,1700,6,2,1,Yes,2.0,1,2.0,20A
7810,493793.75,Condo,60091,1500,6,2,0,No,2.0,0,2.0,19A
6570,303400.0,SFH,60025,1430,7,2,0,No,3.0,0,2.5,19A
1266,266500.0,SFH,60002,1728,7,1,1,No,3.0,0,4.0,19A
8517,771312.4999999999,SFH,60026,4164,14,3,2,Yes,5.0,0,3.0,19A
7022,446515.625,SFH,60025,1397,7,2,0,Yes,3.0,0,2.0,19A
3727,359723.49375,Townhouse,60053,1750,6,2,1,No,2.0,0,2.0,20A
2660,269485.3125,Condo,60076,1344,5,2,0,No,2.0,0,1.0,19A
928,362465.625,SFH,60053,1560,9,2,0,No,3.0,0,2.5,19A
3718,336200.0,SFH,60076,1750,7,2,0,Yes,3.0,0,1.0,19A
9292,266500.0,SFH,60076,1383,8,2,0,No,3.0,0,0.0,19A
2687,369000.0,SFH,60076,1638,6,2,0,Yes,3.0,0,2.0,19B
2126,554598.6718749998,SFH,60076,3030,9,4,0,Yes,4.0,0,0.0,19A
4524,94556.25,Condo,60076,830,4,1,0,No,1.0,0,0.0,19A
2184,747224.9999999999,SFH,60025,2308,6,2,0,No,2.0,0,2.0,recent
6857,256250.0,SFH,60025,1175,6,2,0,No,3.0,0,1.5,19A
5073,344710.0625,Townhouse,60062,2200,9,2,1,No,3.0,0,2.0,19A
2935,340299.99999999994,SFH,60076,1072,8,2,1,Yes,3.0,1,2.5,19A
3590,604109.375,SFH,60062,2848,9,2,1,No,4.0,0,2.0,19A
7784,157593.75,Condo,60076,1200,5,2,0,No,2.0,0,0.0,19A
8281,246000.0,Condo,60091,1363,5,2,0,No,2.0,0,1.0,19A
2585,375150.0,SFH,60053,2400,9,3,0,Yes,4.0,0,2.0,19A
8329,520059.375,SFH,60026,2498,10,3,1,Yes,4.0,1,2.5,19A
5820,449975.0,Condo,60202,1580,6,2,1,No,2.0,0,0.0,19B
7165,164000.0,SFH,60002,917,7,2,0,Yes,2.0,2,1.5,19A
7743,548656.875,Townhouse,60025,2113,8,2,1,No,3.0,0,2.0,recent
1379,358749.99999999994,SFH,60002,2960,9,3,0,No,5.0,0,2.0,19A
3336,1139928.125,SFH,60091,3900,14,4,0,Yes,4.0,0,2.5,Pre1900
2043,168100.0,Duplex,60002,1500,6,2,1,No,3.0,0,2.5,19A
9276,237441.25,Condo,60025,1300,5,2,0,No,2.0,0,1.0,19A
9251,661893.75,SFH,60091,2831,10,2,1,No,4.0,0,2.0,19A
