,SoldPr,Type,Zip,Area,Rooms,FullBaths,HalfBaths,BsmtBth,Beds,BsmtBeds,GarageSpaces,houseEra
691,366142.8125,Townhouse,60062,1483,5,2,1,No,2.0,0,2.0,19A
1674,275953.2226562499,SFH,60062,1252,5,1,0,No,3.0,0,2.0,19A
122,517625.0,SFH,60025,3559,9,2,1,No,4.0,0,2.0,19A
1334,451000.0,Townhouse,60062,2203,7,2,1,No,3.0,0,2.0,20A
8648,511475.0,SFH,60025,1560,11,3,0,Yes,4.0,2,2.0,19A
2094,468447.4218749998,Condo,60077,1700,6,2,0,No,3.0,0,2.0,20A
7582,248909.8068359374,SFH,60076,1548,7,1,1,No,3.0,0,1.0,19A
3994,735437.5,SFH,60202,3973,12,2,1,No,6.0,0,3.0,Pre1900
708,819999.9999999999,SFH,60201,3012,12,2,1,No,5.0,0,2.0,19B
3296,296276.25,Condo,60062,1328,5,1,1,No,2.0,0,1.0,20A
6557,607097.0898437498,SFH,60076,2700,8,3,0,Yes,3.0,1,1.0,19A
4931,512500.0,Condo,60091,2167,6,3,0,No,3.0,0,2.0,19A
2271,1716874.9999999998,SFH,60025,5050,9,4,1,Yes,4.0,1,3.0,recent
4028,231531.4843749999,Townhouse,60077,1070,4,1,1,No,2.0,0,0.0,19A
8247,399237.5,SFH,60062,1741,8,2,0,No,3.0,0,2.0,19A
3492,1224875.0,SFH,60025,3597,12,5,1,Yes,4.0,1,2.0,20A
3918,309934.375,SFH,60091,1361,8,2,1,Yes,3.0,1,0.0,19A
8943,246256.25,SFH,60025,1027,8,2,0,No,3.0,0,1.0,19A
600,625121.875,SFH,60062,2402,9,2,1,No,3.0,0,1.0,19A
8318,444850.0,Townhouse,60062,2479,8,2,1,No,3.0,0,2.0,19A
483,278415.625,Condo,60091,1400,4,1,1,No,1.0,0,2.0,19A
5919,328000.0,SFH,60053,1092,8,2,0,Yes,3.0,2,2.5,19A
6566,330040.05429687485,SFH,60076,1300,6,2,0,No,2.0,0,2.5,19A
1698,404875.0,SFH,60201,1288,7,3,0,Yes,3.0,0,2.0,19A
1516,557600.0,SFH,60062,2347,8,3,0,Yes,2.0,1,2.0,19A
1055,698713.5597656247,SFH,60062,3000,12,3,1,Yes,3.0,2,2.0,19A
6776,148625.0,Condo,60062,1200,4,1,0,No,1.0,0,1.0,19A
4722,215250.0,Condo,60202,851,4,1,0,No,1.0,0,1.0,20A
4095,760527.0816406247,SFH,60062,2643,8,2,1,No,4.0,0,2.0,19A
6887,406925.0,SFH,60025,1748,7,2,0,Yes,3.0,0,2.5,19A
3556,651387.5,SFH,60091,2600,8,2,0,No,3.0,0,2.0,19A
6068,225884.375,Condo,60201,1150,5,2,0,No,2.0,0,0.0,19A
878,446515.625,SFH,60025,2600,10,3,0,No,4.0,0,2.0,19A
5507,236390.625,SFH,60002,2912,6,2,0,No,3.0,0,2.0,20A
7921,317750.0,Condo,60202,1450,5,2,0,No,2.0,0,1.0,19A
5065,164000.0,Condo,60202,1000,5,2,0,No,2.0,0,0.0,19B
452,517688.2457031248,SFH,60062,1748,10,2,1,No,4.0,0,2.0,19A
7291,492000.0,Townhouse,60202,2424,7,2,1,No,4.0,0,2.0,20A
8686,695000.0,SFH,60025,3700,9,3,1,Yes,4.0,1,2.0,19A
1732,243745.0,SFH,60077,1062,6,1,1,Yes,3.0,0,2.0,19A
8013,359839.0625,SFH,60076,1815,9,2,0,No,3.0,0,0.0,19A
3269,390525.0,Townhouse,60025,1540,8,2,1,No,3.0,0,2.0,19A
5078,226935.0,Condo,60025,1303,5,2,0,No,2.0,0,1.0,19A
5076,264915.0937499999,SFH,60077,1214,7,1,1,Yes,3.0,0,2.0,19A
6435,1360204.26375,SFH,60062,3419,10,2,1,No,3.0,0,2.0,recent
3232,287000.0,SFH,60076,1835,7,1,2,Yes,3.0,0,1.0,19A
8300,353010.0,Condo,60062,1810,5,2,0,No,2.0,0,2.0,19A
1659,509553.125,SFH,60203,2006,8,2,1,No,3.0,0,1.0,19B
7930,485914.0625,SFH,60091,3210,9,2,0,No,4.0,0,2.0,19A
5944,603058.7499999998,SFH,60062,2260,8,2,1,No,4.0,0,1.0,19A
5145,185763.63281249997,Condo,60076,1545,5,2,0,No,2.0,0,2.0,19A
8167,246896.875,Condo,60062,1348,5,2,0,No,2.0,0,1.0,19A
3345,249075.0,Townhouse,60076,1066,4,2,1,Yes,2.0,0,0.0,19A
5138,246896.875,Condo,60062,1617,6,2,0,No,2.0,0,1.0,19A
3183,388475.0,SFH,60053,1818,8,2,0,Yes,3.0,0,2.5,19A
3924,266500.0,SFH,60053,999,7,1,0,No,2.0,0,2.5,19A
2826,404875.0,Condo,60091,1688,5,2,1,No,2.0,0,1.0,19A
7309,290760.4687499999,Duplex,60076,1008,6,2,0,Yes,2.0,0,1.0,19B
2820,320440.625,SFH,60002,1700,9,3,1,Yes,3.0,1,2.0,19A
1790,322875.0,Condo,60062,2367,5,2,1,No,2.0,0,2.0,19A
1866,407886.458408203,SFH,60062,2364,6,2,0,No,2.0,0,2.0,19A
3315,353220.1249999999,SFH,60076,1700,9,2,0,No,4.0,0,3.0,19A
1535,530565.625,SFH,60062,2601,8,2,1,No,4.0,0,2.0,19A
2952,164000.0,Condo,60201,760,4,1,0,No,1.0,0,0.0,19A
4147,199618.75,SFH,60002,1208,6,2,0,No,3.0,0,2.0,19A
4838,351066.3437499999,SFH,60076,1200,9,2,0,Yes,3.0,1,2.0,19A
7,300452.4843749999,SFH,60076,1645,8,2,0,No,3.0,0,0.0,19A
8190,830249.9999999999,SFH,60062,4829,14,4,2,Yes,5.0,0,3.0,19A
5318,351062.49999999994,SFH,60076,1445,8,1,1,No,3.0,0,2.0,19B
3217,344399.99999999994,SFH,60076,2225,8,2,1,No,4.0,0,2.0,19A
4397,1134870.8739285152,SFH,60062,3409,15,4,2,Yes,4.0,1,2.0,19A
6294,445875.0,SFH,60201,1689,8,1,1,No,3.0,0,2.0,19A
2010,709812.4999999999,SFH,60062,5328,12,6,1,Yes,5.0,0,2.0,19A
6312,703918.75,SFH,60091,2051,10,2,1,No,4.0,0,2.0,19A
7670,471500.0,SFH,60203,1810,7,2,0,No,3.0,0,1.0,19A
7380,735437.5,SFH,60203,3053,9,2,2,Yes,4.0,0,2.0,19B
1773,594930.5,Townhouse,60062,2664,8,2,1,No,3.0,0,2.0,recent
7058,345424.99999999994,SFH,60002,3838,11,3,1,Yes,5.0,0,3.0,20A
3331,320440.625,SFH,60002,3348,13,2,1,No,4.0,0,2.0,20A
2069,609638.814375,Townhouse,60062,2664,8,2,1,No,3.0,0,2.0,recent
3035,188600.0,SFH,60002,2263,8,2,0,No,3.0,0,2.0,19A
2640,425503.125,SFH,60091,2206,8,2,1,No,4.0,0,2.0,19A
188,276750.0,SFH,60062,1008,6,1,0,No,3.0,0,2.0,19A
4970,252150.0,SFH,60076,987,6,2,0,Yes,2.0,0,2.0,19A
4151,458082.3496093748,SFH,60062,1476,8,2,0,No,3.0,0,2.5,19A
8413,304937.5,Condo,60202,1800,6,2,0,No,3.0,0,0.0,19B
8529,150239.375,SFH,60002,1010,6,1,0,No,2.0,0,3.0,19A
6522,743124.9999999999,SFH,60025,2250,7,4,1,Yes,3.0,0,2.0,19A
5447,306913.8281249999,SFH,60076,1276,7,2,0,No,3.0,0,2.5,19A
7174,478034.375,SFH,60091,2221,7,2,1,No,3.0,0,2.0,19A
1747,815518.7,SFH,60025,3236,8,3,0,No,3.0,0,2.0,new
6028,414996.875,SFH,60201,1987,8,2,1,No,4.0,0,1.0,19B
8953,584213.1640624998,SFH,60062,2530,11,3,1,Yes,4.0,1,2.0,19A
1721,134665.17265624995,Condo,60077,900,5,1,0,No,1.0,0,1.0,19A
6154,235340.0,Condo,60053,1246,5,1,1,No,2.0,0,1.0,20A
2949,339220.5468749999,SFH,60076,1116,7,2,0,Yes,3.0,0,1.1,19A
6588,225359.0625,SFH,60002,2154,7,2,0,No,3.0,0,2.5,19A
9272,367718.75,SFH,60002,1641,7,1,1,No,2.0,0,3.0,19A
1575,193840.31249999997,Condo,60077,1700,5,2,0,No,2.0,0,1.0,19A
4909,460737.5,Condo,60091,1870,6,2,0,No,3.0,0,2.0,19A
6858,409897.5,SFH,60053,1078,8,2,0,Yes,3.0,1,2.5,19A
8693,161950.0,SFH,60002,1081,5,1,0,No,3.0,0,2.0,19A
2578,619868.75,SFH,60062,2801,10,2,1,No,4.0,0,2.0,19A
4731,487293.0078124998,SFH,60062,1624,7,2,0,No,3.0,0,2.0,19A
6393,572590.625,Townhouse,60026,2440,8,2,1,No,3.0,0,2.0,19A
8765,281068.4531249999,SFH,60077,1276,6,2,0,No,3.0,0,1.0,19A
7376,619212.1093749998,SFH,60062,3240,10,4,1,No,5.0,0,2.5,19A
2915,194750.0,Condo,60062,1705,6,2,0,No,2.0,0,1.0,19A
4324,1567224.9999999998,SFH,60091,4950,15,5,1,Yes,5.0,1,2.0,recent
2990,473550.0,Townhouse,60025,2450,7,2,1,No,3.0,0,2.0,19A
5011,1029612.5,SFH,60062,4000,10,4,1,Yes,4.0,1,2.5,20A
1600,231800.7070312499,Townhouse,60076,1300,6,1,1,No,3.0,0,0.0,19A
2978,333125.0,SFH,60053,1321,7,1,1,No,3.0,0,2.0,19A
423,334098.75,SFH,60062,1792,7,2,0,No,3.0,0,2.0,19A
2135,244992.6171874999,Condo,60077,968,4,1,1,No,1.0,0,1.0,20A
7673,945562.5,SFH,60062,3300,12,3,1,No,5.0,0,2.0,19A
5042,1317125.0,SFH,60025,4528,14,5,1,Yes,5.0,0,3.0,20A
8926,428917.65625,SFH,60062,3042,8,3,1,Yes,4.0,0,2.0,19A
5232,336200.0,Condo,60202,1580,6,2,0,Yes,2.0,0,1.0,19A
5392,280850.0,Condo,60202,1860,7,2,0,No,3.0,0,1.0,19B
1762,718102.1875,Townhouse,60025,2428,8,2,2,Yes,3.0,0,2.0,19A
1906,1292268.75,SFH,60025,3899,10,2,1,No,3.0,0,2.5,20A
4791,409218.4374999999,SFH,60076,1378,8,2,1,Yes,3.0,0,2.0,19A
7345,430500.0,Townhouse,60025,1873,7,3,1,Yes,3.0,0,2.0,19A
7210,507753.92968749977,SFH,60062,2012,8,2,0,No,4.0,0,2.0,19A
6728,309067.6093749999,SFH,60077,1288,10,3,0,Yes,3.0,2,2.0,19A
3772,166562.5,SFH,60002,1800,8,2,0,No,3.0,0,0.0,19A
8771,430756.25,SFH,60053,1951,9,3,0,Yes,4.0,0,2.0,19A
3785,337250.625,Condo,60201,1547,6,2,0,No,3.0,0,1.0,19A
761,519061.2812499998,SFH,60062,1558,8,2,0,Yes,3.0,1,1.0,19B
852,120847.5,Condo,60202,985,4,1,0,No,1.0,0,1.0,19B
8082,656903.2812499998,SFH,60062,2920,10,2,1,No,4.0,0,2.5,19A
3239,261375.0,SFH,60053,990,7,1,1,No,2.0,1,2.0,19A
5509,215378.125,Townhouse,60077,1070,5,1,1,No,2.0,0,0.0,19A
7105,286295.3125,Condo,60203,1600,5,2,0,No,2.0,0,1.0,19A
8820,877271.8749999999,SFH,60062,3200,9,3,0,No,4.0,0,3.0,19A
5824,285975.0,Condo,60202,1200,5,2,0,No,2.0,0,1.0,19B
2057,294687.5,Townhouse,60053,1450,5,2,1,No,2.0,0,2.0,20A
2339,313650.0,SFH,60002,2115,10,3,1,Yes,4.0,0,3.0,20A
4338,408975.0,SFH,60025,1532,8,2,0,Yes,3.0,0,2.0,19A
6198,1003346.875,SFH,60201,5000,15,5,1,Yes,5.0,1,2.0,recent
8834,298787.5,SFH,60002,3108,10,2,1,No,4.0,0,2.0,recent
6762,404875.0,SFH,60201,2450,10,2,1,No,4.0,0,0.0,19A
2525,247537.5,SFH,60053,1224,7,2,0,No,3.0,0,1.5,19B
8842,358739.1894531248,SFH,60076,1446,7,2,1,Yes,3.0,1,0.0,19B
5451,363875.0,SFH,60002,3279,11,3,1,No,4.0,0,3.0,20A
1489,259325.0,Condo,60202,1675,6,2,0,No,2.0,0,1.0,19B
1508,353010.0,Townhouse,60025,2600,8,2,1,No,3.0,0,2.0,19A
1292,998350.0,SFH,60025,4000,11,4,1,Yes,4.0,1,2.0,recent
876,719678.125,Townhouse,60026,3500,9,3,2,Yes,4.0,0,2.0,20A
2942,451217.1718749999,SFH,60203,1900,7,2,0,No,3.0,0,2.5,19A
6134,312625.0,SFH,60077,2000,7,2,0,Yes,3.0,0,2.0,19A
4231,686647.4999999999,SFH,60025,4700,12,4,1,Yes,5.0,0,2.0,20A
7503,325693.75,Townhouse,60201,1400,8,1,1,No,3.0,0,0.0,19A
4135,151085.0,SFH,60002,1214,6,1,0,No,3.0,0,0.0,19A
3516,189112.5,SFH,60025,1872,7,1,1,No,3.0,0,2.0,19A
7231,192187.5,Condo,60201,1222,5,2,0,No,2.0,0,1.0,19A
8524,484312.5,SFH,60062,2400,8,2,1,No,4.0,0,2.0,19A
3735,512500.0,SFH,60062,3422,9,3,1,No,5.0,0,2.0,19A
8264,1426632.3932812496,SFH,60076,6400,18,5,1,Yes,6.0,1,3.0,20A
1210,188600.0,Condo,60077,801,4,1,0,No,1.0,0,1.0,20A
900,1181953.125,SFH,60091,2834,11,3,1,No,4.0,0,2.5,19B
5199,404490.625,SFH,60202,1309,6,1,1,No,3.0,0,1.0,19B
401,638062.5,Duplex,60062,2850,8,2,1,No,3.0,0,2.0,recent
6757,369000.0,Condo,60077,1640,5,2,0,No,2.0,0,1.0,20A
6080,546325.0,SFH,60025,2648,10,2,1,No,4.0,0,2.0,19A
5584,461393.7882812498,SFH,60077,2325,8,2,1,No,4.0,0,2.0,19A
67,427937.5,Townhouse,60201,1500,6,2,0,No,3.0,0,0.0,20A
7580,948125.0,SFH,60201,4099,13,4,1,No,5.0,0,3.0,20A
4922,936894.84375,SFH,60062,4100,11,4,1,No,5.0,0,3.0,19A
844,541071.875,Condo,60062,2300,6,2,1,No,2.0,0,1.0,19A
2514,441525.1562499999,SFH,60062,1156,8,3,0,Yes,3.0,1,1.0,19A
9175,430756.25,Condo,60062,2000,7,2,0,No,3.0,0,2.0,20A
6819,403850.0,SFH,60091,1857,7,2,0,Yes,3.0,0,2.0,19A
9243,497523.4687499998,SFH,60077,2700,10,3,1,Yes,5.0,0,2.0,19A
3127,415125.0,SFH,60076,1655,8,2,1,Yes,4.0,0,1.5,19A
1817,420250.0,SFH,60203,2238,7,1,1,No,3.0,0,1.0,19A
1161,377174.375,Condo,60202,1800,6,2,0,No,3.0,0,1.0,19B
1176,131905.64042968745,Condo,60076,1000,4,1,0,No,2.0,0,0.0,19A
2610,302375.0,Condo,60201,841,4,1,0,No,1.0,0,1.0,20A
3857,430756.2499999999,SFH,60076,2000,7,2,1,Yes,3.0,0,2.0,19A
6558,530565.625,SFH,60091,2473,8,2,1,No,4.0,0,2.0,19A
8282,589375.0,SFH,60091,1683,7,1,1,No,3.0,0,1.0,19B
2657,840499.9999999999,SFH,60062,3439,13,3,2,Yes,5.0,0,2.5,19A
2622,278415.625,SFH,60076,1315,7,1,1,Yes,3.0,0,0.0,19A
5279,366950.0,SFH,60062,1250,6,1,1,No,3.0,0,1.0,19A
4659,753823.4374999998,SFH,60062,2408,11,2,1,No,4.0,0,2.0,19A
7329,199618.75,SFH,60002,1818,7,2,0,Yes,3.0,0,2.0,19A
4626,196800.0,SFH,60002,890,5,1,0,No,2.0,0,0.0,19A
3076,174249.99999999997,Condo,60202,692,4,1,0,No,1.0,0,1.0,20A
8326,303683.1562499999,SFH,60077,1093,6,1,1,Yes,2.0,0,1.0,19B
1482,522291.9531249998,SFH,60062,2360,6,2,0,No,2.0,0,2.0,19A
3177,394625.0,SFH,60025,1245,5,1,1,No,3.0,0,1.0,19A
8475,351012.4992187499,SFH,60076,1252,7,1,1,Yes,3.0,0,1.5,19B
1343,131328.125,SFH,60002,1640,5,1,1,No,3.0,0,0.0,19B
6032,205861.1041015624,Condo,60076,1500,5,2,0,No,2.0,0,1.0,19A
6694,333125.0,SFH,60062,1845,8,2,1,No,3.0,0,2.0,19A
6568,499046.875,SFH,60062,2688,10,3,1,Yes,4.0,1,2.0,19A
6012,282145.3437499999,SFH,60076,919,8,2,0,Yes,3.0,0,2.5,19A
3306,218530.0,SFH,60002,2230,8,2,1,No,4.0,0,2.0,20A
8065,358263.125,SFH,60062,1900,7,2,1,No,3.0,0,2.0,19A
8739,551796.0640234373,SFH,60062,2842,11,2,1,No,4.0,0,2.5,19A
865,753374.9999999999,SFH,60062,3161,12,3,1,Yes,4.0,1,2.0,19A
4992,288921.875,SFH,60002,2089,7,2,1,No,4.0,0,2.0,20A
7768,374125.0,SFH,60201,1176,5,2,1,Yes,2.0,0,2.0,19B
3605,333048.125,SFH,60053,2489,7,3,0,Yes,3.0,0,2.0,19A
7674,274607.1093749999,SFH,60062,1630,7,3,0,No,4.0,0,1.0,19A
7546,228575.0,Condo,60077,1725,5,2,0,No,2.0,0,2.0,19A
2287,845624.9999999999,SFH,60076,4252,12,3,1,No,6.0,0,3.0,19A
8925,499046.875,SFH,60025,1636,6,2,0,No,3.0,0,2.0,19A
8752,819487.4999999999,SFH,60091,3755,11,2,1,No,4.0,0,2.0,19B
1418,594500.0,SFH,60202,1976,8,2,0,No,3.0,0,2.0,Pre1900
794,460225.0,SFH,60201,1400,7,2,0,No,3.0,0,2.0,19A
4719,492000.0,SFH,60202,2250,10,3,0,Yes,4.0,0,2.0,19B
764,504300.0,SFH,60203,2511,8,2,1,Yes,4.0,0,1.0,19B
3003,253687.5,Condo,60062,1820,6,2,0,No,2.0,0,1.0,19A
5686,695954.0275390622,SFH,60062,2727,7,2,1,No,3.0,0,2.0,19A
832,558625.0,SFH,60002,3639,12,4,1,Yes,3.0,1,4.0,20A
550,1218725.0,SFH,60025,4000,12,5,0,Yes,5.0,1,2.0,recent
3478,280850.0,Condo,60077,1200,5,2,0,No,2.0,0,1.0,20A
5487,1214625.0,SFH,60062,5000,14,4,2,Yes,4.0,0,3.0,19A
4945,256250.0,SFH,60002,1768,8,2,0,No,3.0,0,2.0,19A
9236,1654734.3749999998,SFH,60201,4900,13,3,2,Yes,5.0,0,2.0,19B
1683,767149.9589843747,SFH,60062,4800,12,4,1,No,5.0,0,2.0,19A
6378,312298.2812499999,SFH,60077,1375,7,2,0,Yes,3.0,0,2.0,19A
8898,884964.4999999999,SFH,60025,3800,10,3,1,Yes,4.0,1,2.0,20A
7563,525414.9359374997,SFH,60062,2126,10,2,1,No,4.0,0,2.0,19A
1926,536075.0,SFH,60076,3238,8,3,0,Yes,3.0,0,1.0,19A
7562,293150.0,SFH,60002,3287,10,2,0,No,4.0,0,0.0,19A
6573,716132.2656249998,SFH,60062,2432,9,2,1,No,4.0,0,2.0,19A
6211,348397.49999999994,SFH,60076,1200,7,2,0,No,3.0,0,0.0,19A
8016,503275.0,SFH,60076,2973,9,3,0,Yes,4.0,0,1.0,19A
695,384126.8859374998,SFH,60077,1184,7,2,0,Yes,3.0,0,2.0,19A
7211,788224.9999999999,SFH,60062,3285,11,3,2,No,4.0,0,2.0,19A
958,283668.75,SFH,60076,1119,7,1,0,No,3.0,0,0.0,19A
4692,177713.87539062492,Condo,60076,1800,6,2,0,No,3.0,0,0.0,19A
258,511475.0,SFH,60091,2846,10,2,0,Yes,4.0,0,2.5,19A
8956,656640.625,Condo,60201,2760,7,2,1,No,2.0,0,1.0,19B
304,320440.625,SFH,60076,1492,7,2,0,No,3.0,0,2.0,19A
242,860974.0546874997,SFH,60062,2592,11,2,1,No,4.0,1,2.5,19A
2004,294175.0,Condo,60053,1778,5,2,0,No,2.0,0,1.0,20A
1234,341912.7734374999,SFH,60076,1375,7,2,0,Yes,3.0,0,2.5,19A
5053,441514.1181210936,Townhouse,60077,2690,9,3,1,Yes,3.0,0,2.0,20A
7599,1097903.125,SFH,60201,2355,9,3,0,No,4.0,0,4.0,Pre1900
45,195994.09374999997,Condo,60076,1465,5,2,0,No,2.0,0,2.0,19A
4834,66625.0,SFH,60002,1490,5,1,1,No,2.0,0,2.5,19A
5756,437060.0,SFH,60091,1480,8,2,0,Yes,3.0,0,2.0,19A
4025,371921.25,Condo,60062,1747,5,2,0,No,2.0,0,1.0,19A
1042,341453.125,SFH,60077,1700,8,2,0,No,3.0,0,2.0,19A
2040,197517.5,Condo,60201,1149,5,1,0,No,2.0,0,0.0,19B
86,1086500.0,SFH,60025,3318,9,2,1,No,5.0,0,3.0,19A
2817,691874.9999999999,SFH,60201,3000,9,3,1,Yes,4.0,0,2.0,19B
8678,1214625.0,SFH,60062,4365,14,3,3,Yes,5.0,0,2.0,20A
8541,232608.3749999999,Condo,60076,1500,5,2,0,No,2.0,0,1.0,19A
5914,256250.0,Condo,60077,1169,5,2,0,No,2.0,0,1.0,20A
6260,553500.0,SFH,60062,3555,11,2,1,No,4.0,0,2.0,19A
131,589375.0,SFH,60091,1672,8,2,1,No,4.0,0,2.0,19B
5583,169124.99999999997,Condo,60202,1300,5,2,0,No,2.0,0,0.0,19A
1003,850749.9999999999,SFH,60091,3200,12,3,1,Yes,4.0,1,2.0,19A
1437,717478.3789062497,SFH,60062,3226,12,2,1,No,5.0,0,2.0,19A
5698,438700.0,SFH,60062,2586,9,2,1,No,4.0,0,2.0,19A
2025,358739.1894531248,Condo,60077,1899,5,2,0,No,2.0,0,2.0,20A
6141,300325.0,SFH,60076,1274,8,2,0,No,3.0,1,0.0,19A
269,185435.3125,Condo,60062,1430,5,2,0,No,2.0,0,1.0,19A
2713,191213.75,Townhouse,60202,1012,6,2,0,Yes,2.0,0,0.0,19B
318,497125.0,SFH,60025,1934,8,3,0,Yes,3.0,0,2.0,19A
5428,270010.625,SFH,60025,1662,8,2,0,No,3.0,0,2.0,19A
1804,263706.875,SFH,60002,2360,8,2,1,No,4.0,0,2.0,20A
1201,446515.625,Townhouse,60026,2100,6,2,1,No,2.0,0,2.0,19A
2679,330946.875,SFH,60002,3020,10,2,1,No,4.0,0,3.0,19A
6536,307500.0,Townhouse,60053,1735,7,2,1,No,3.0,0,2.0,20A
6273,212147.45312499997,Condo,60076,1450,6,2,0,No,3.0,0,0.0,19A
6483,436140.7031249999,SFH,60077,2100,8,3,0,Yes,3.0,0,2.0,19A
2093,420250.0,SFH,60201,1903,8,3,0,No,3.0,0,2.0,Pre1900
3298,294175.0,SFH,60077,1048,6,2,0,Yes,2.0,0,2.0,19A
578,182450.0,Townhouse,60002,1487,6,2,1,No,2.0,0,2.0,19A
1968,374358.14185546857,SFH,60077,1172,5,1,1,No,3.0,0,2.0,19A
9128,460173.75,SFH,60091,1464,7,3,0,No,3.0,0,2.0,19A
8969,314675.0,SFH,60025,1892,8,2,0,No,4.0,0,1.0,19A
3083,1639999.9999999998,SFH,60091,6240,15,5,1,Yes,5.0,1,2.0,recent
4284,297250.0,SFH,60062,1371,8,1,1,No,4.0,0,3.0,19A
9263,309934.375,Condo,60201,1441,6,2,0,No,3.0,0,1.0,19A
4243,502250.0,SFH,60076,2775,9,2,1,No,3.0,1,2.0,19A
3301,128125.0,Condo,60202,870,5,1,0,No,2.0,0,0.0,19B
4836,378225.0,SFH,60053,1573,6,2,1,Yes,3.0,0,2.5,19A
1461,891749.9999999999,SFH,60026,3240,12,3,0,No,4.0,1,2.0,20A
1717,281357.375,SFH,60077,1150,6,1,1,No,3.0,0,2.0,19A
881,369777.3183593748,SFH,60077,1272,9,2,0,Yes,3.0,2,2.0,19A
6086,338249.99999999994,SFH,60202,2800,12,2,1,Yes,6.0,0,2.0,19B
3803,651387.5,SFH,60002,3324,10,4,0,Yes,4.0,0,0.0,19B
5133,317750.0,SFH,60002,2924,14,2,1,No,4.0,0,3.0,19A
4635,234055.085625,SFH,60062,1662,8,1,0,No,3.0,0,2.0,19A
5256,226935.0,Condo,60077,1500,5,2,0,No,2.0,0,1.0,19A
3150,488981.8875,SFH,60026,2662,9,2,1,No,4.0,0,2.0,19A
1062,353624.99999999994,SFH,60025,2163,7,2,0,Yes,3.0,0,2.0,19A
4943,1096750.0,Duplex,60201,3300,9,3,1,No,4.0,0,2.0,20A
5837,188455.85937499997,Condo,60076,1200,5,2,0,No,2.0,0,0.0,19A
6564,191213.75,Condo,60053,1200,5,2,0,No,2.0,0,1.0,19A
1251,357212.5,SFH,60025,1749,8,2,1,Yes,4.0,0,2.0,19A
3405,724208.9453124998,SFH,60062,2620,10,3,1,Yes,4.0,1,2.0,19A
2031,314136.875,SFH,60002,2914,11,2,1,No,4.0,0,2.0,20A
323,318262.5,SFH,60077,1274,7,1,1,No,3.0,0,2.0,19B
7905,179887.49999999997,SFH,60002,1872,7,2,0,Yes,3.0,0,2.0,19A
7032,1103156.25,SFH,60062,4056,12,4,1,Yes,5.0,1,2.0,recent
3925,228931.1875,SFH,60002,1750,8,2,0,No,3.0,0,2.0,19A
4088,357212.5,SFH,60053,1288,9,3,0,Yes,3.0,2,2.0,19A
2345,457678.5156249998,SFH,60062,2200,7,2,0,No,2.0,0,2.0,19A
4914,693412.5,SFH,60062,2565,10,2,1,No,4.0,0,2.0,19A
541,686749.9999999999,SFH,60062,3800,10,3,1,No,4.0,0,2.0,20A
7691,292510.4160156249,SFH,60077,1100,7,1,0,No,3.0,0,0.0,19A
1660,240055.0,Condo,60201,900,4,1,0,No,1.0,0,1.0,19A
8908,2306250.0,SFH,60026,8298,16,4,2,Yes,5.0,1,3.0,20A
8026,410000.0,SFH,60201,1387,6,1,0,No,2.0,0,1.0,19A
2363,307963.79648437485,SFH,60076,1000,5,2,0,Yes,2.0,0,0.0,19A
7664,553500.0,Condo,60091,1678,6,2,1,No,2.0,0,1.0,19A
3302,445875.0,Townhouse,60053,1913,6,2,1,No,3.0,0,2.0,recent
665,289447.1875,Condo,60091,1480,5,2,0,No,2.0,0,2.0,19A
4591,196800.0,SFH,60002,1506,6,2,0,Yes,3.0,0,1.0,19A
6185,924550.0,SFH,60202,3252,12,3,1,No,5.0,0,2.0,19B
5873,404490.625,Condo,60201,1007,5,2,0,No,2.0,0,2.0,20A
6940,121872.5,Condo,60076,960,4,1,0,No,1.0,0,0.0,19A
7161,183859.375,Condo,60025,1100,5,2,0,No,2.0,0,0.0,19A
1238,348499.99999999994,SFH,60201,1595,7,2,0,No,3.0,0,1.0,19A
5816,143935.625,Condo,60077,1100,4,1,0,No,1.0,0,1.0,19A
5546,1486249.9999999998,SFH,60025,4300,12,4,2,Yes,4.0,1,2.0,20A
4185,584250.0,SFH,60062,3470,9,2,1,Yes,4.0,0,2.0,20A
696,297250.0,SFH,60077,1378,7,2,0,No,3.0,0,0.0,19A
7156,778188.0878906247,SFH,60062,3459,12,2,1,No,4.0,0,2.0,19A
5364,320105.7382812499,SFH,60076,1129,8,2,0,Yes,3.0,0,0.0,19A
9059,353624.99999999994,Condo,60062,1810,5,2,0,No,2.0,0,2.0,19A
5819,129226.87499999996,Condo,60076,1000,5,1,1,No,2.0,0,0.0,19A
5015,203532.32812499997,Condo,60077,1350,5,2,0,No,2.0,0,1.0,19A
288,221681.875,SFH,60002,1600,9,2,0,No,5.0,0,1.0,19A
3517,344605.0,SFH,60076,1201,6,1,1,No,3.0,0,1.0,19B
6810,451768.75,SFH,60202,2000,8,2,0,Yes,3.0,1,2.0,19A
1743,287000.0,SFH,60002,3188,11,3,1,Yes,4.0,1,3.0,20A
8607,228575.0,Condo,60202,1364,5,2,0,No,2.0,0,0.0,19A
820,351959.375,SFH,60053,1462,7,1,1,No,3.0,0,2.0,19A
4703,984000.0,SFH,60201,3300,12,3,2,Yes,5.0,0,2.0,19B
120,375296.3828124998,SFH,60077,1325,8,2,0,No,4.0,0,0.0,19A
568,242925.0,SFH,60002,2186,9,3,0,No,3.0,0,3.0,19A
5736,248050.0,Condo,60062,1800,6,2,0,No,2.0,0,1.0,19A
